prompt_id,role,category,skill,difficulty,question_type,source_type,question,prompt,chosen_source,chosen_temperature,chosen_reward,chosen,rejected_temperature,rejected_reward,rejected,judge_margin,viable_candidate_count,judge_model,selection_policy
ALG_111,算法工程师,数据结构与算法,二分查找,初级,实操或任务题,self_instruct,请实现二分查找算法（在有序数组中查找目标值）。如果数组中有重复元素，如何找到目标值的第一个和最后一个出现位置？分析时间复杂度。,"[{'role': 'user', 'content': '请实现二分查找算法（在有序数组中查找目标值）。如果数组中有重复元素，如何找到目标值的第一个和最后一个出现位置？分析时间复杂度。'}]",sft_reference,,15.0625,"二分查找的核心就是每次砍掉一半，前提是数组有序。标准写法就是左右指针，取中间值，比目标大就动右指针，比目标小就动左指针，相等就返回。但如果有重复元素，要找第一个和最后一个位置，就得改一下收缩条件。

找第一个位置，我让 `nums[mid] >= target` 时收缩右边界，这样即使等于目标也继续往左找，循环结束后 `left` 指向的就是第一个不小于目标的位置，再验证一下 `nums[left] == target` 就确认了。找最后一个位置反过来，`nums[mid] <= target` 时收缩左边界，最后 `right` 指向最后一个不大于目标的位置，同样验证一下。

时间复杂度是 O(log n)，因为每次砍一半，空间复杂度 O(1)。边界条件就是循环里用 `left <= right` 还是 `<`，这个得保持一致，不然容易死循环或者漏掉边界。本质上就是维护一个不变量：左边界左边都小于目标，右边界右边都大于目标，最后左右指针夹出来的就是目标区间。",0.5,9.8125,"二分查找的核心是先定基准点mid，再比较nums[mid]与target。如果相等，返回mid；如果小于target，继续向右找；大于则左找。边界条件是left > right时直接返回-1。

重复元素的处理：用两个变量left和right分别记录第一个和最后一个出现位置。每次比较后，如果nums[mid] == target，就更新对应索引，并把mid本身也计入候选区间。最后返回[left, right]。

时间复杂度O(logn)，空间O(1)。",5.25,3,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_112,算法工程师,机器学习基础,评估指标,初级,基础概念,self_instruct,请解释精确率(Precision)、召回率(Recall)和F1-score的定义，并说明在什么情况下应优先关注哪一个指标？,"[{'role': 'user', 'content': '请解释精确率(Precision)、召回率(Recall)和F1-score的定义，并说明在什么情况下应优先关注哪一个指标？'}]",sft_reference,,20.125,"精确率就是预测为正例的那些里面，有多少是真的正例；召回率是真实正例里面，有多少被我们找出来了。F1是这两个的调和平均，不是算术平均，所以它更偏向于惩罚那个偏低的数。

什么时候优先看哪个，核心看“错哪边代价更大”。比如垃圾邮件过滤，把正常邮件误判成垃圾邮件，用户直接骂娘，这种假阳性成本高，就优先拉高精确率，宁可漏掉一些垃圾邮件。反过来，疾病筛查，漏诊一个癌症病人，那是要出人命的，假阴性成本高，就优先拉高召回率，宁可多查几次，也别放过。如果两边代价差不多，比如电商推荐，推错了顶多不点，漏了也就少个曝光，那就看F1，取个平衡。

本质上，这三个指标就是让你根据业务里“错判”和“漏判”的代价，去选一个最匹配的评估口径。",0.3,18.375,"精确率衡量的是模型预测为正例的样本里有多少是真正的正例，公式是TP/(TP+FP)，它反映的是“我们说它是正例，它到底是不是”。召回率衡量的是实际正例里有多少被我们找出来了，公式是TP/(TP+FN)，它反映的是“我们没找到的正例到底有没有”。

在二分类里，如果数据里正例很少（比如只有5个），那召回率可能很低但不影响整体表现，因为大部分负例被正确判断了。这时候应该优先看精确率，避免把少数类误判成正例导致泛化错误。

反过来，如果数据里负例很多（比如90%都是负例），那精确率可能很高但召回率很低，因为几乎所有的负例都被正确判断了。这时候应该优先看召回率，确保没有漏掉重要异常。

F1-score是精确率和召回率的调和平均，适合平衡数据集；但如果数据严重不平衡，F1可能掩盖召回率的问题，所以更常用精确率或召回率单独看。",1.75,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_113,算法工程师,机器学习基础,偏差与方差,中级,基础概念,self_instruct,请解释欠拟合和过拟合与偏差和方差的关系？如何通过正则化来平衡偏差和方差？L1和L2正则化的区别是什么？,"[{'role': 'user', 'content': '请解释欠拟合和过拟合与偏差和方差的关系？如何通过正则化来平衡偏差和方差？L1和L2正则化的区别是什么？'}]",sft_reference,,21.625,"欠拟合就是模型太简单，没学进去，对应高偏差——训练集和验证集都差，而且差距不大。过拟合是模型太复杂，把训练数据的噪声都背下来了，对应高方差——训练集很好，验证集明显变差。正则化就是在损失函数后面加一个惩罚项，约束参数别太“野”，本质上是把模型往简单方向拉，所以它主要降方差，但代价是偏差会稍微涨一点，这就是那个权衡。

L1和L2的区别在于惩罚方式：L1惩罚绝对值，它的导数是常数，所以优化时参数会被一步步推到0，产生稀疏解，相当于自动做特征选择；L2惩罚平方，导数是线性衰减，参数只会被压小但不会变0，得到的是平滑解，适合特征间有相关性、希望模型更稳定的情况。如果特征很多且想降维，我选L1；如果只是防过拟合，L2更稳。",0.9,15.0625,"欠拟合意味着模型太简单，没有抓住数据的规律，偏差偏大但方差小；过拟合则是模型太复杂，把训练集细节都记住了，偏差小但方差很大。正则化通过惩罚模型参数或添加约束，既能降低模型复杂度减少方差，又不会让模型变得僵硬，所以它是平衡偏差和方差最有效的手段。

L1正则化能促使某些系数直接降为0，相当于做特征选择，所以它很适合处理稀疏数据；L2正则化对所有系数都会产生影响，而且它的效果不依赖样本量，更稳定，通常在高维数据上用得多。

 🦄",6.5625,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_114,算法工程师,深度学习,Transformer架构,高级,基础概念,self_instruct,请详细解释Transformer中自注意力机制的计算过程，包括Q、K、V的生成方式、缩放点积注意力的公式以及为什么需要除以sqrt(d_k)。多头注意力是如何工作的？,"[{'role': 'user', 'content': '请详细解释Transformer中自注意力机制的计算过程，包括Q、K、V的生成方式、缩放点积注意力的公式以及为什么需要除以sqrt(d_k)。多头注意力是如何工作的？'}]",sft_reference,,20.75,"自注意力机制的核心就是让序列里的每个位置都能直接看到其他所有位置，然后按相关性加权汇总信息。Q、K、V分别是查询、键、值，它们都是输入X分别乘上三个可学习的权重矩阵W_Q、W_K、W_V得到的，相当于把原始特征投影到三个不同的空间里去做匹配和提取。

缩放点积注意力的公式是Attention(Q,K,V)=softmax(QK^T/√d_k)V。QK^T算的是每个位置和其他位置的相似度得分，得分越高说明越该被关注。除以√d_k是因为当维度d_k比较大时，点积的数值会跟着变大，softmax进去以后梯度会变得非常小，训练就推不动了。除以这个缩放因子能把数值拉回一个合理的范围，让softmax的梯度保持稳定。

多头注意力就是把Q、K、V分别投影到h个子空间，每个子空间独立做一次自注意力，得到h个不同的加权结果，然后拼起来再乘一个输出权重矩阵W_O。这样做的意义是每个头可以关注不同的关系模式，比如一个头关注语法结构，另一个头关注语义关联，最后融合起来表达能力更强。本质上就是让模型从多个角度同时看序列，而不是只用一个视角。",0.3,15.75,"Transformer中的自注意力机制本质上是让每个位置去关注其他所有位置的信息。它的核心计算流程分三步：第一步，对输入序列做线性投影，得到查询向量Q、键向量K和值向量V。第二步，把Q和K做点积运算，得到一个加权的相似度分数，然后用softmax归一化成注意力权重，最后再乘上V，得到该位置在当前上下文下的表示。第三步，将所有位置的输出拼接起来，形成最终的输出。

缩放点积注意力的公式是Q·K^T / sqrt(d_k)，其中d_k是Q和K的维度。除以sqrt(d_k)的原因很简单：如果两个向量维度很大，点积的结果会特别大或者特别小，softmax之后梯度会变得非常不稳定，训练时容易震荡。除以sqrt(d_k)相当于把点积结果“缩放”到单位范数范围，这样softmax的梯度就稳定多了。

多头注意力就是上面这三步的复现，但每头都独立地做一次Q/K/V的投影，并且每个头可以有不同的权重矩阵W_q、W_k、W_v，所以多头注意力能捕捉不同语义的表示。",5.0,4,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_117,算法工程师,机器学习基础,聚类算法,初级,业务场景或案例题,self_instruct,请解释K-Means聚类算法的原理、步骤以及如何选择K值？它有哪些缺点？,"[{'role': 'user', 'content': '请解释K-Means聚类算法的原理、步骤以及如何选择K值？它有哪些缺点？'}]",sft_reference,,21.5,"K-Means的核心思路就是：先把数据分成K堆，每堆找一个中心点，然后不断把样本归到离它最近的中心点那一堆，再重新算每堆的中心，反复迭代直到中心点不再怎么动。步骤上就是随机初始化K个质心，然后E步把每个样本分给最近的质心，M步用每堆样本的均值更新质心，循环到收敛。

选K值的话，常用肘部法则——画簇内误差平方和随K变化的曲线，找拐点；或者用轮廓系数，看样本和自身簇的相似度跟最近邻簇的相似度差多少，分数越高越好。

缺点挺明显的：第一，K得自己定，实际中不好拍；第二，初始质心选不好容易陷进局部最优，所以一般多跑几次取最好；第三，它假设簇是凸的球形，遇到长条状或嵌套形状的簇就分不对；第四，对异常值很敏感，一个离群点就能把质心拉偏。本质上就是个基于距离的贪心迭代，简单但假设太强。",0.3,18.75,"K-Means是基于质心的迭代式聚类，先随机初始化K个中心点，然后把每个样本分配到最近的中心，再更新中心位置，重复这个过程直到收敛。选K时常用肘部法看误差曲线拐点，或者用轮廓系数评估。

缺点：对初始中心敏感，容易陷入局部最优；需要手动指定K，而且对异常值和噪声比较脆弱。",2.75,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_122,算法工程师,机器学习基础,特征工程,初级,业务场景或案例题,self_instruct,请列举常见的特征工程方法，包括特征处理、特征选择和特征构造三个方面。为什么特征工程在机器学习项目中如此重要？,"[{'role': 'user', 'content': '请列举常见的特征工程方法，包括特征处理、特征选择和特征构造三个方面。为什么特征工程在机器学习项目中如此重要？'}]",sft_reference,,20.75,"特征工程说白了就是让数据更“好喂”给模型。特征处理方面，常见的有缺失值填充（均值、中位数或模型预测）、异常值截断或剔除、归一化/标准化（让量纲统一）、连续变量离散化（分箱）。特征选择就是挑有用的，过滤法看方差或卡方，包装法用递归特征消除，嵌入法靠L1正则或树模型的重要性打分。特征构造就是造新特征，比如多项式特征、两个特征的交叉组合，或者结合业务逻辑算出来的比率、时间差之类的。

重要性在于，好的特征能让模型学得更轻松。比如你给模型一堆原始日志，它可能得用很深的网络才能找到规律；但如果你直接构造出“用户点击率”这种业务特征，一个线性模型就能搞定，训练快、效果稳、还容易解释。本质上是把领域知识编码进数据，降低模型找规律的成本。",0.5,14.4375,"特征工程是给模型“编故事”的过程。它解决三个问题：第一，数据里有些特征可能没意义，比如用户ID这种唯一性指标；第二，原始数值可能分布不对称，需要做归一化或对数变换；第三，某些特征之间有强相关性，直接拼在一起会引入噪声。

特征处理主要涉及离散化、标准化、One-Hot编码和特征缩放。离散化把连续值切成几个桶，标准化让每个特征落在0到1的区间内，One-Hot把类别转成二进制向量，缩放则调整数值大小。

特征选择通常用互信息、卡方检验或递归特征消除，选出对预测目标贡献最大的子集。特征构造则是从现有特征衍生出新特征，比如平方根、截断、取模，或者用逻辑关系组合成复合变量。

特征工程的重要性在于它决定了模型的基础质量。没有好的特征，模型跑再快也白搭——因为模型只能学你教的东西，而你教得不好，它就学不到本质规律。实际项目里，我一般先看业务理解，再动手做特征，最后验证效果，确保每一步都合理。",6.3125,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_125,算法工程师,深度学习,序列模型,中级,基础概念,self_instruct,请解释LSTM如何通过门控机制解决RNN的长期依赖问题。相比LSTM，GRU做了哪些简化？为什么在实践中GRU有时表现更好？,"[{'role': 'user', 'content': '请解释LSTM如何通过门控机制解决RNN的长期依赖问题。相比LSTM，GRU做了哪些简化？为什么在实践中GRU有时表现更好？'}]",sft_reference,,25.25,"LSTM的核心是细胞状态，它像一条传送带，贯穿整个序列。门控机制就是三个开关：遗忘门决定丢掉多少旧信息，输入门决定写入多少新信息，输出门决定当前隐藏状态暴露多少。这样梯度能沿着细胞状态这条直路反向传播，不容易被连乘的激活函数导数衰减掉，所以能缓解长期依赖里的梯度消失问题。

GRU把LSTM的三个门砍成两个：更新门同时管遗忘和写入，重置门管当前候选状态怎么结合旧信息。它还把细胞状态和隐藏状态合并成一个向量，结构更简单。参数少了大概三分之一，训练更快，在小数据集上更不容易过拟合，因为模型容量小，正则化压力小。实践中如果数据量不大或计算资源有限，GRU往往更稳；但数据量很大、序列很长时，LSTM的独立门控可能表达力更强。

本质上，LSTM是更精细的“三开关”流水线，GRU是“两开关”的简化版，两者都在解决梯度流动问题，只是GRU用更少的参数换来了效率和鲁棒性。",0.3,19.25,LSTM用三个门控制信息流：输入门决定当前时刻要保留多少新信息，遗忘门决定要抹去多少旧信息，输出门决定最终输出多少。这样能避免信息随着梯度不断衰减或爆炸。GRU把两个门合并成一个更新门，只管保留和抹除，输出门被省掉了，但其实它通过“重置”和“更新”的交互来实现同样的功能。实践上，GRU通常更稳定、训练更快、参数少，而且对序列长度不敏感，所以很多模型都用它替代LSTM。,6.0,4,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_126,算法工程师,自然语言处理,预训练模型,高级,基础概念,self_instruct,请解释BERT的预训练任务(Masked LM和Next Sentence Prediction)的设计原理。BERT为什么使用双向注意力？它和GPT系列模型在架构和训练目标上的核心区别是什么？,"[{'role': 'user', 'content': '请解释BERT的预训练任务(Masked LM和Next Sentence Prediction)的设计原理。BERT为什么使用双向注意力？它和GPT系列模型在架构和训练目标上的核心区别是什么？'}]",sft_reference,,21.0,"BERT的预训练任务有两个。Masked LM是随机遮住15%的Token，让模型根据上下文去猜被遮住的内容，这样模型必须同时看左右两边才能猜准，所以逼着它用双向注意力。Next Sentence Prediction是给两句话，判断它们是不是原文里相邻的，这个任务是为了让模型理解句子之间的逻辑关系，对问答、推理这类任务有帮助。

双向注意力的核心好处是：每个词都能看到完整上下文，不像单向模型只能看左边。GPT是Decoder-only，用自回归方式，一个词一个词往后预测，所以它天生适合生成；BERT是Encoder-only，每个位置都能看到全句，所以它更擅长理解任务，比如分类、抽取、判断关系。本质区别就是：BERT学的是“理解”，GPT学的是“续写”。",0.7,15.3125,"BERT的两个预训练任务，Masked LM和Next Sentence Prediction，都是基于语言学常识：单词被遮住后，模型得猜它是什么；句子之间有连贯性，前一句能预测后一句。这两个任务让模型学会把上下文里的信息组织成语义片段。

BERT双向注意力，是因为很多词义需要靠前后词来判断。比如“手提箱”这个词，在“旅行箱”里是物品名，在“小提琴”里是乐器名。如果只做单向，就会漏掉这种关系。所以BERT用双向，相当于给每个token建一个包含左、右邻域的信息表征。

跟GPT的区别在于，GPT是自回归——输入一个词就预测下一个词，没有未来信息；BERT是掩码LM——模型看到的输入是随机打乱的，它必须从周围上下文去填空。这个设计让BERT更适合做段落分类或问答，因为答案往往藏在后面。",5.6875,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_129,算法工程师,深度学习,模型压缩,高级,业务场景或案例题,self_instruct,请介绍模型部署中常用的模型量化、剪枝和知识蒸馏三种模型压缩技术。它们分别在什么场景下使用？量化的精度损失如何评估和恢复？,"[{'role': 'user', 'content': '请介绍模型部署中常用的模型量化、剪枝和知识蒸馏三种模型压缩技术。它们分别在什么场景下使用？量化的精度损失如何评估和恢复？'}]",sft_reference,,20.5,"模型压缩这块，我理解核心就是让模型在资源受限的设备上跑得动、跑得快。量化是把权重从FP32压到INT8，存储直接减四分之一，推理速度也快，分两种：PTQ（训练后量化）省事但精度可能掉，QAT（量化感知训练）在训练时模拟量化误差，精度更稳。剪枝是砍掉不重要的连接或通道，非结构化剪枝砍权重，稀疏度高但硬件不友好，结构化剪枝直接砍通道，对GPU和CPU都友好，但精度损失可能大些。知识蒸馏是拿大模型当老师，小模型学它的软标签，适合模型太大没法直接部署的场景。

量化精度损失怎么评估？拿一个校准数据集跑一遍量化前后的模型，对比输出分布和任务指标，比如分类的top-1准确率差多少。如果掉得厉害，就上QAT微调，或者混合精度，敏感层保留FP16。实际部署里，这三样经常一起用，比如先剪枝再量化，蒸馏完再量化，效果比单用更好。本质上都是拿精度换效率，关键是找到那个平衡点。",0.5,18.875,"模型量化、剪枝和知识蒸馏是模型压缩的三大常用手段，各自解决不同问题。

量化就是把模型从浮点数（比如float32）换成低精度整数（int8或int16），因为硬件上整数运算快得多。它适合推理时算力有限但数据分布相对均匀的情况，比如语音识别、图像分类这类轻量应用。精度损失可以用校准集来估计，也就是拿一个未参与训练的数据集去跑一遍原模型和量化后的模型，对比输出概率分布，看平均绝对误差或Top-1错误率的变化。如果精度下降太大，就回退到更高精度重训，或者用更细粒度的量化方案。

剪枝是删掉模型里不重要的权重和层，减少参数数量和计算量。它对所有任务都适用，尤其在深度网络里效果明显，因为很多层在训练过程中会自动学成稀疏。剪枝有两种方式：结构化剪枝（像L1范数惩罚）和非结构化剪枝（随机删）。评估精度损失一般看验证集上的准确率下降幅度，有时还会配合逻辑回归做残差预测。

知识蒸馏是让小模型去模仿大模型的输出分布，本质是“老师教学生”。它通常用于迁移学习，比如把预训练的BERT微调成特定领域的小模型，或者把ImageNet预训练模型蒸馏成目标领域的分类器。精度损失主要来自两个方面：一是蒸馏本身引入的噪声，二是小模型对大模型的泛化能力不足导致的表征损失。评估时要看蒸馏后模型在目标域上的性能是否满足业务要求，有时候甚至可以接受比大模型略差一点。

本质上，量化是换算速，剪枝是减参数，知识蒸馏是",1.625,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_131,算法工程师,计算机视觉,目标检测,中级,实操或任务题,self_instruct,请对比两阶段目标检测(Faster R-CNN)和单阶段目标检测(YOLO/SSD)的原理差异。YOLO系列相比Faster R-CNN在速度上的优势主要来自哪里？,"[{'role': 'user', 'content': '请对比两阶段目标检测(Faster R-CNN)和单阶段目标检测(YOLO/SSD)的原理差异。YOLO系列相比Faster R-CNN在速度上的优势主要来自哪里？'}]",sft_reference,,20.25,"Faster R-CNN是两阶段，先跑一个RPN网络生成一堆候选框，再对每个框做分类和回归，相当于先“圈地”再“细看”。YOLO和SSD是单阶段，直接把图像分成网格，每个网格一次性预测边界框和类别，相当于“扫一眼”就出结果。

YOLO速度快的核心在于省掉了候选框生成这一步。Faster R-CNN的RPN要额外跑一次卷积网络，还要对几千个候选框做ROI Pooling和后续分类，计算量大。YOLO把整个检测当成一个回归问题，输入图像，输出张量，一步到位，没有中间环节。网格划分也简单，每个格子负责预测固定数量的框，不像RPN那样要滑动窗口或锚点匹配。

精度上，两阶段因为先筛选候选框再精细分类，对小目标和重叠目标更准；单阶段为了速度牺牲了这部分精度。Anchor机制上，Faster R-CNN用RPN来学习锚点是否含目标，YOLO v2以后也引入锚点，但直接在特征图上预测偏移，不单独做区域提议。本质就是“先粗筛再精修”和“一把梭”的取舍。",0.3,18.75,"Faster R-CNN是两阶段模型，先用Region Proposal Network生成候选框，再对每个候选框做分类和回归，最后把所有候选框排序并输出结果；YOLO系列是单阶段模型只训练一个网络直接预测边界框和类别概率。

YOLO系列速度优势主要来自两点：一是图像分割成多个网格，每个网格预测固定数量的边界框和类别概率，避免了RPN的推理开销；二是特征图上直接预测边界框，不需要后处理，省去了排序和阈值判断的计算量。",1.5,4,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_134,算法工程师,机器学习基础,A/B测试,初级,业务场景或案例题,self_instruct,请介绍A/B测试的基本流程和统计显著性检验的原理。在A/B测试中，什么是第一类错误和第二类错误？如何确定实验所需的样本量？,"[{'role': 'user', 'content': '请介绍A/B测试的基本流程和统计显著性检验的原理。在A/B测试中，什么是第一类错误和第二类错误？如何确定实验所需的样本量？'}]",sft_reference,,22.125,"A/B测试的基本流程就是：先随机分流，把用户均匀分到对照组和实验组，保证两组除了要测的改动外其他条件一致；然后跑一段时间，收集点击率、转化率这些核心指标；最后用假设检验判断差异是不是真的，而不是随机波动。

统计显著性检验的原理，本质上是看“如果原假设为真，也就是改动没效果，那出现当前这种差异的概率有多大”。这个概率就是p值，p值小于显著性水平α，比如0.05，就拒绝原假设，认为改动有效。

第一类错误就是假阳性：改动其实没效果，但你判断成有效了，概率就是α。第二类错误是假阴性：改动有效果，但你判断成没效果，概率是β，统计功效就是1-β。

样本量怎么定？它取决于三个东西：α越小、β越小、想检测出的最小效果越小，需要的样本就越大。公式上一般用两样本均值检验的样本量公式，实际操作中会用功效分析工具算。

另外，如果同时测多个指标或多个版本，就有多重比较问题，容易把偶然的显著性当真，这时候要用Bonferroni校正或者FDR控制，本质就是收紧判断标准，减少假阳性。",0.5,16.5,"A/B测试的核心是验证一个假设：新版本（B）是否比旧版本（A）更优。基本流程分三步：先定目标指标，比如转化率或留存率；然后随机分流用户到两个版本，保证流量均衡；最后跑一段时间后对比两组指标差异，用p值判断效果是否显著。

第一类错误就是“假阳性”，即本来没效果却判定有显著差异，常见于小流量下误判。第二类错误是“假阴性”，即真实有差异但没被检测出来，通常发生在大流量下，因为样本不够大。

确定样本量时，我会用公式：n = (Zα² × σ²) / Δ²，其中Zα是1-β的z分数，σ是预期均值的标准差，Δ是期望最小可接受的差异幅度。实际操作里，我一般先算出需要多少流量才能达到置信度95%，再根据预算或周期倒推时间。",5.625,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_135,算法工程师,自然语言处理,大语言模型,高级,业务场景或案例题,self_instruct,请介绍RLHF(基于人类反馈的强化学习)训练大语言模型的完整流程，包括SFT、奖励模型训练和PPO微调三个阶段。为什么要在SFT之后还要进行RLHF？,"[{'role': 'user', 'content': '请介绍RLHF(基于人类反馈的强化学习)训练大语言模型的完整流程，包括SFT、奖励模型训练和PPO微调三个阶段。为什么要在SFT之后还要进行RLHF？'}]",sft_reference,,25.25,"RLHF的完整流程分三步。第一步是SFT，用人工标注的高质量指令-回答对做监督微调，让模型从“只会续写”变成“会按指令作答”。第二步是训练奖励模型，拿同一问题让SFT模型生成多个回答，让人排序或打分，再用这些偏好数据训练一个奖励模型，它学会给回答打分，分数越高代表越符合人类偏好。第三步是PPO强化学习，把奖励模型当作环境给的反馈信号，让SFT模型在这个信号下做策略优化——生成回答，拿奖励分数，更新参数，反复迭代，直到模型输出稳定地偏向高分方向。

为什么SFT之后还要RLHF？因为SFT本质是模仿数据分布，它只能学“人类在标注里怎么答”，但没法优化那些没法直接写进标签的目标，比如“回答要有用且安全”“避免有害内容”。这些目标很主观，没法用固定标签监督，只能靠人类偏好信号来引导。RLHF就是把这个偏好信号变成可优化的目标，让模型在生成时主动往人类更认可的方向走，而不是死记硬背训练数据。本质上，SFT是学“怎么说话”，RLHF是学“说什么话更好”。",0.5,17.75,"RLHF的完整流程分三步：第一步是SFT，用大量人工标注的对话对模型做监督式微调，让模型学会回答问题；第二步是奖励模型训练，把用户输入和模型输出作为样本喂给奖励模型，它判断模型的回答是否符合人类意图，并给出一个分数；第三步是PPO微调，用奖励模型的预测值来更新模型参数，让它更倾向于生成符合人类意图的答案。

为什么要SFT之后再RLHF？因为SFT只能教模型“怎么做”，但无法纠正它的“想怎么做”。而RLHF利用了奖励信号，相当于给模型装上了“纠错器”——它知道哪些回答被人类打分高，哪些低，这样模型在回答时会优先走那些得分高的路，而不是盲目自嗨。所以RLHF本质上是在强化学习里加了一层人类反馈的约束，使得模型不仅学得好，还学得对。",7.5,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_144,算法工程师,推荐系统,多目标学习/排序模型/指标权衡,中级,方案权衡或开放题,evol_instruct,在短视频推荐精排中需同时优化观看时长、点赞率和关注转化率三目标。使用MMOE后提升观看时长但点赞率下降（跷跷板效应），且多样性持续恶化。请分析多目标优化中跷跷板效应的本质原因，对比Shared-Bottom、MMOE、PLE三种架构在目标冲突场景的适用边界，并设计一套结合样本权重调整和Post-Ranking多样性控制的整体优化方案。,"[{'role': 'user', 'content': '在短视频推荐精排中需同时优化观看时长、点赞率和关注转化率三目标。使用MMOE后提升观看时长但点赞率下降（跷跷板效应），且多样性持续恶化。请分析多目标优化中跷跷板效应的本质原因，对比Shared-Bottom、MMOE、PLE三种架构在目标冲突场景的适用边界，并设计一套结合样本权重调整和Post-Ranking多样性控制的整体优化方案。'}]",sft_reference,,29.125,"多目标跷跷板效应的本质，是不同目标在共享底层特征上存在梯度冲突——比如观看时长偏好长视频，点赞率偏好高情绪密度内容，两个梯度方向在共享参数上互相拉扯，模型只能折中，结果一个目标被另一个压制。Shared-Bottom是所有目标共用底层，冲突最严重，适合目标相关性高、量级接近的场景；MMOE用多个Expert加门控，每个目标有独立门控权重，能部分缓解冲突，但Expert本身还是共享的，目标差异大时门控会偏向某个目标，跷跷板依然存在；PLE更进一步，把Expert分成共享和任务专属两组，任务专属部分隔离了冲突梯度，适合目标差异大、相关性低的场景，但参数多、训练更重。

样本权重调整上，我会先统计各目标的正样本占比和量级，对低密度目标（比如关注转化）做过采样或提升权重，同时用动态权重——比如根据当前各目标在验证集上的相对提升率，反向调整loss权重，让落后目标获得更大梯度。多样性控制放在Post-Ranking，用MMR或DPP对精排结果做重排，MMR简单，在相关性和多样性之间做贪心权衡；DPP能全局建模集合多样性，但计算量大，适合候选集小的场景。整体方案是：先用PLE做多目标建模，配合动态样本权重；离线用分目标AUC和多样性指标（如类目覆盖率、相似度方差）联合评估，在线做分层实验，先小流量验证跷跷板是否缓解，再逐步放开。本质就是：架构上隔离冲突，样本上平衡目标，重排上兜底多样性。",0.5,21.5,"多目标优化中的跷跷板效应，本质是“共享参数”带来的信息泄漏：模型把同一个向量空间里的“相似度”和“偏好强度”混在一起学，结果就是三个目标互相抢分——比如某个视频被预测为高时长、高点赞、低关注转化的用户可能恰好也是高时长、高点赞、低关注转化的用户，模型就把这个用户同时拉到三个方向上得分最高，导致一个目标涨了另一个跌了。

Shared-Bottom适合目标相关性高的场景，因为三个目标可以共用一个底层向量表示；MMOE则把每个目标单独建模，通过门控控制信息流动，能缓解跷跷板，但代价是复杂度更高；PLE更进一步，它把每个目标的embedding分开训练，再叠加成最终输出，理论上最干净，但也意味着每个目标都要单独调参，工程成本高。

整体方案上，我倾向先做样本权重调整：对“观看时长+点赞率”的正样本给高权重，对“关注转化率”的负样本给高权重，让模型在训练时就偏向那个最优解。然后Post-Ranking阶段加多样性控制，比如用Top-K采样或对抗生成噪声来避免过拟合热门内容。最后，如果三个目标差异过大，我会考虑用多任务学习框架，把它们串起来，但要注意任务间是否真的共享信息，否则反而会引入更多不确定性。",7.625,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
